FalsePositiveRate,TruePositiveRate
0.0,0.0
0.0,0.00267379679144385
0.0,0.0106951871657754
0.000966183574879227,0.0106951871657754
0.000966183574879227,0.013368983957219251
0.001932367149758454,0.013368983957219251
0.001932367149758454,0.016042780748663103
0.002898550724637681,0.016042780748663103
0.002898550724637681,0.026737967914438502
0.003864734299516908,0.026737967914438502
0.003864734299516908,0.053475935828877004
0.004830917874396135,0.053475935828877004
0.004830917874396135,0.05614973262032086
0.005797101449275362,0.05614973262032086
0.005797101449275362,0.0748663101604278
0.00676328502415459,0.0748663101604278
0.00676328502415459,0.07754010695187166
0.007729468599033816,0.07754010695187166
0.007729468599033816,0.10160427807486631
0.008695652173913044,0.10160427807486631
0.008695652173913044,0.10695187165775401
0.00966183574879227,0.10962566844919786
0.010628019323671498,0.10962566844919786
0.010628019323671498,0.11229946524064172
0.011594202898550725,0.11229946524064172
0.011594202898550725,0.11764705882352941
0.012560386473429951,0.11764705882352941
0.012560386473429951,0.12032085561497326
0.01642512077294686,0.12032085561497326
0.01642512077294686,0.12566844919786097
0.017391304347826087,0.12566844919786097
0.017391304347826087,0.1443850267379679
0.018357487922705314,0.1443850267379679
0.018357487922705314,0.16310160427807488
0.01932367149758454,0.16310160427807488
0.01932367149758454,0.1657754010695187
0.021256038647342997,0.1657754010695187
0.021256038647342997,0.1711229946524064
0.022222222222222223,0.1711229946524064
0.022222222222222223,0.20320855614973263
0.025120772946859903,0.20320855614973263
0.025120772946859903,0.22727272727272727
0.02608695652173913,0.22727272727272727
0.02608695652173913,0.22994652406417113
0.02705314009661836,0.22994652406417113
0.02705314009661836,0.24064171122994651
0.028019323671497585,0.24064171122994651
0.028019323671497585,0.24331550802139038
0.028985507246376812,0.24331550802139038
0.028985507246376812,0.2700534759358289
0.02995169082125604,0.2700534759358289
0.02995169082125604,0.28342245989304815
0.030917874396135265,0.28342245989304815
0.030917874396135265,0.28609625668449196
0.03188405797101449,0.28609625668449196
0.03188405797101449,0.2994652406417112
0.033816425120772944,0.2994652406417112
0.033816425120772944,0.30213903743315507
0.034782608695652174,0.30213903743315507
0.034782608695652174,0.3048128342245989
0.03768115942028986,0.3048128342245989
0.03768115942028986,0.31283422459893045
0.03864734299516908,0.31283422459893045
0.03864734299516908,0.3181818181818182
0.04154589371980676,0.3181818181818182
0.04154589371980676,0.3235294117647059
0.043478260869565216,0.3235294117647059
0.043478260869565216,0.32620320855614976
0.04541062801932367,0.32620320855614976
0.04541062801932367,0.3315508021390374
0.050241545893719805,0.3315508021390374
0.050241545893719805,0.3422459893048128
0.05217391304347826,0.3422459893048128
0.05217391304347826,0.34759358288770054
0.05314009661835749,0.34759358288770054
0.05314009661835749,0.3502673796791444
0.05410628019323672,0.35294117647058826
0.05507246376811594,0.35294117647058826
0.05507246376811594,0.3582887700534759
0.05603864734299517,0.3582887700534759
0.05603864734299517,0.3716577540106952
0.057004830917874394,0.3716577540106952
0.057004830917874394,0.37433155080213903
0.057971014492753624,0.37433155080213903
0.057971014492753624,0.37967914438502676
0.06183574879227053,0.37967914438502676
0.06183574879227053,0.39037433155080214
0.06280193236714976,0.39037433155080214
0.06280193236714976,0.393048128342246
0.06376811594202898,0.393048128342246
0.06376811594202898,0.40106951871657753
0.0647342995169082,0.40106951871657753
0.0647342995169082,0.4117647058823529
0.06570048309178744,0.4117647058823529
0.06570048309178744,0.41711229946524064
0.06666666666666667,0.41711229946524064
0.06666666666666667,0.42245989304812837
0.07053140096618357,0.42245989304812837
0.07053140096618357,0.42780748663101603
0.07246376811594203,0.42780748663101603
0.07246376811594203,0.4304812834224599
0.07342995169082125,0.4304812834224599
0.07342995169082125,0.43315508021390375
0.07439613526570048,0.43315508021390375
0.07439613526570048,0.4358288770053476
0.07729468599033816,0.4358288770053476
0.07729468599033816,0.4385026737967914
0.07922705314009662,0.4385026737967914
0.07922705314009662,0.44385026737967914
0.08019323671497584,0.44385026737967914
0.08019323671497584,0.44919786096256686
0.08115942028985507,0.44919786096256686
0.08115942028985507,0.45454545454545453
0.0821256038647343,0.45454545454545453
0.0821256038647343,0.4572192513368984
0.08309178743961353,0.4572192513368984
0.08309178743961353,0.4625668449197861
0.08405797101449275,0.4625668449197861
0.08405797101449275,0.46524064171123
0.08695652173913043,0.46524064171123
0.08695652173913043,0.4786096256684492
0.08792270531400966,0.4786096256684492
0.08792270531400966,0.4839572192513369
0.09082125603864734,0.4839572192513369
0.09082125603864734,0.4919786096256685
0.09371980676328502,0.4919786096256685
0.09371980676328502,0.4946524064171123
0.09951690821256039,0.4946524064171123
0.09951690821256039,0.49732620320855614
0.10048309178743961,0.49732620320855614
0.10048309178743961,0.5
0.10144927536231885,0.5
0.10144927536231885,0.5026737967914439
0.10241545893719807,0.5026737967914439
0.10241545893719807,0.5053475935828877
0.10531400966183575,0.5053475935828877
0.10531400966183575,0.5106951871657754
0.10628019323671498,0.5106951871657754
0.10628019323671498,0.5213903743315508
0.1111111111111111,0.5213903743315508
0.1111111111111111,0.5267379679144385
0.11400966183574879,0.5267379679144385
0.11400966183574879,0.5294117647058824
0.11497584541062802,0.5294117647058824
0.11497584541062802,0.5347593582887701
0.11594202898550725,0.5347593582887701
0.11594202898550725,0.5427807486631016
0.1178743961352657,0.5427807486631016
0.1178743961352657,0.5481283422459893
0.11884057971014493,0.5481283422459893
0.11884057971014493,0.5561497326203209
0.11980676328502415,0.5561497326203209
0.11980676328502415,0.5588235294117647
0.12560386473429952,0.5588235294117647
0.12560386473429952,0.5614973262032086
0.12657004830917876,0.5614973262032086
0.12657004830917876,0.5641711229946524
0.12753623188405797,0.5641711229946524
0.12753623188405797,0.56951871657754
0.1285024154589372,0.56951871657754
0.1285024154589372,0.5748663101604278
0.1294685990338164,0.5748663101604278
0.1294685990338164,0.5828877005347594
0.13043478260869565,0.5828877005347594
0.13043478260869565,0.5855614973262032
0.13140096618357489,0.5855614973262032
0.13140096618357489,0.5882352941176471
0.1323671497584541,0.5882352941176471
0.1323671497584541,0.5909090909090909
0.13816425120772946,0.5909090909090909
0.13816425120772946,0.5935828877005348
0.14782608695652175,0.5935828877005348
0.14782608695652175,0.5962566844919787
0.14879227053140096,0.5962566844919787
0.14879227053140096,0.5989304812834224
0.1497584541062802,0.5989304812834224
0.1497584541062802,0.6016042780748663
0.15072463768115943,0.6016042780748663
0.15072463768115943,0.6042780748663101
0.157487922705314,0.6042780748663101
0.157487922705314,0.606951871657754
0.15942028985507245,0.606951871657754
0.15942028985507245,0.6096256684491979
0.16135265700483092,0.6096256684491979
0.16135265700483092,0.6176470588235294
0.16231884057971013,0.6176470588235294
0.16231884057971013,0.6203208556149733
0.16328502415458937,0.6203208556149733
